Jurisdiction,CTR_ID,Organization_Name,Location,Survey_Close_Date,Survey_Cycle,Total_Employees,Surveys_Returned,Response_Rate,Total_Weekly_Trips,Drive_Alone_Rate,VMT_per_Employee,Yearly_GHG_Metric_Tons,Weekly_CWW_Days,Weekly_Telework_Days,Weekly_Bus_Trips,Weekly_Train_Trips,Weekly_Carpool_Trips,Weekly_Vanpool_Trips,Weekly_Walk_Trips,Weekly_Bike_Trips,Weekly_Drive_Alone_Trips,Weekly Other Trips,Yearly_Total_VMT,Data_Source
City of Bellevue,C80055,Parker Smith & Feek Inc - Bellevue,ODT,4/18/24 05:39 pm,2023-2025,275,164.0,0.596363636,1376.676829,0.422452253,6.270523224,316.8755496,5.030487805,731.0,17.0,2.0,55.0,0.0,8.0,2.0,557.0,0.0,863248.403,2023-2025 Survey
City of Bellevue,C80058,Pro Sports Club - Bellevue,ODT,4/19/24 10:20 am,2023-2025,170,271.0,1.594117647,890.7749077,0.882042254,12.2365493,415.095391,11.91881919,11.0,19.0,0.0,46.0,0.0,27.0,4.0,753.0,9.0,1090001.107,2023-2025 Survey
City of Bellevue,C80060,Puget Sound Energy - Bellevue - 110th Ave,DT,12/11/24 06:15 pm,2023-2025,482,296.0,0.614107884,2453.966216,0.47478434,7.736794957,676.6220707,32.56756757,1031.0,129.0,16.0,50.0,0.0,11.0,28.0,1128.0,8.0,1898583.345,2023-2025 Survey
City of Bellevue,C80582,Puget Sound Energy - Factoria Service Center,ODT,11/15/24 04:54 am,2023-2025,126,51.0,0.404761905,662.1176471,0.608208955,12.56809701,325.5393812,2.470588235,208.0,10.0,0.0,15.0,0.0,0.0,0.0,390.0,32.0,832155.8824,2023-2025 Survey
City of Bellevue,C80619,Puget Sound Energy - Vernell Building,ODT,10/7/24 10:37 am,2023-2025,100,1.0,0.01,500.0,0.6,9.0,176.04,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,450000.0,2023-2025 Survey
City of Bellevue,C80633,Robinhood - 500 Bellevue Way NE,DT,3/28/25 10:43 am,2023-2025,120,71.0,0.591666667,632.1126761,0.50802139,6.798529412,125.0594772,25.35211268,150.0,63.0,14.0,20.0,0.0,25.0,14.0,303.0,10.0,429743.662,2023-2025 Survey
City of Bellevue,C80061,Salesforce - Bellevue,DT,2/3/25 09:56 am,2023-2025,1622,738.0,0.454993835,8213.298103,0.298523762,3.881388738,1054.547601,257.1463415,4242.0,615.0,147.0,290.0,0.0,213.0,81.0,2266.0,53.0,3187900.276,2023-2025 Survey
City of Bellevue,C80062,Savers Inc. - Bellevue,ODT,4/19/24 10:01 am,2023-2025,171,136.0,0.795321637,836.1397059,0.14962406,2.688721805,79.772526,1.257352941,700.0,3.0,0.0,9.0,0.0,0.0,0.0,118.0,0.0,224814.7059,2023-2025 Survey
City of Bellevue,C80614,Sea-Bird Scientific - 13431 NE 20th St,ODT,10/18/24 03:47 pm,2023-2025,200,133.0,0.665,1044.360902,0.69282455,11.43141318,440.7098281,9.77443609,200.0,32.0,8.0,75.0,0.0,8.0,15.0,657.0,9.0,1193852.098,2023-2025 Survey
City of Bellevue,C80615,Seagull Scientific - HQ,ODT,10/29/24 10:51 am,2023-2025,121,91.0,0.752066116,602.3406593,0.174392936,2.594260486,60.03767895,0.0,473.0,21.0,0.0,3.0,0.0,0.0,0.0,96.0,0.0,156262.8571,2023-2025 Survey
City of Bellevue,C80063,Seattle Children's - Bellevue Clinic and Surgery Center,ODT,10/21/24 04:38 pm,2023-2025,80,76.0,0.95,378.4210526,0.795549374,13.47554937,192.6375865,26.84210526,7.0,22.0,5.0,11.0,0.0,0.0,2.0,296.0,8.0,509943.1579,2023-2025 Survey
City of Bellevue,C80064,Smartsheet Inc - Bellevue,DT,10/29/24 09:26 am,2023-2025,970,709.0,0.730927835,4868.469676,0.111470187,1.539131629,255.4986186,6.156558533,4114.0,105.0,10.0,41.0,0.0,31.0,18.0,519.0,15.0,749321.5663,2023-2025 Survey
City of Bellevue,C80580,Snap Inc. - Bellevue,DT,4/19/24 03:10 pm,2023-2025,172,122.0,0.709302326,877.6229508,0.739759036,9.231485944,255.6993506,10.57377049,113.0,24.0,0.0,18.0,0.0,41.0,21.0,639.0,10.0,810176.3934,2023-2025 Survey
City of Bellevue,C80581,Snowflake Inc. - Bellevue,DT,4/18/24 07:15 am,2023-2025,300,233.0,0.776666667,1522.532189,0.466384778,5.823255814,281.5330403,36.69527897,548.0,104.0,6.0,48.0,0.0,75.0,17.0,686.0,0.0,886609.4421,2023-2025 Survey
City of Bellevue,C80576,Southern Glazer's - Bellevue,DT,4/16/24 02:53 pm,2023-2025,52,38.0,0.730769231,264.1052632,0.702072539,12.36062176,112.7718417,0.0,51.0,12.0,0.0,4.0,0.0,7.0,5.0,178.0,1.0,326450.5263,2023-2025 Survey
City of Bellevue,C80065,Sucker Punch Productions - Bellevue,DT,4/18/24 01:42 pm,2023-2025,130,102.0,0.784615385,658.9215686,0.377176015,4.308220503,103.2850459,2.549019608,303.0,59.0,3.0,5.0,0.0,33.0,0.0,246.0,1.0,283877.9412,2023-2025 Survey
City of Bellevue,C80066,Symetra Financial - Bellevue,DT,4/22/24 07:18 am,2023-2025,428,312.0,0.728971963,2115.307692,0.067769131,1.106601816,91.5722264,12.34615385,1896.0,21.0,8.0,4.0,0.0,25.0,0.0,134.0,8.0,234080.3333,2023-2025 Survey
City of Bellevue,C80070,T-Mobile USA Inc. - Heritage,ODT,4/24/24 12:32 pm,2023-2025,129,52.0,0.403100775,620.1923077,0.65873332,10.34899976,197.7104053,12.40384615,129.0,17.0,0.0,40.0,20.0,0.0,0.0,372.0,17.0,641837.0043,2023-2025 Survey
City of Bellevue,C80071,T-Mobile USA Inc. - Main Headquarters,ODT,4/30/24 08:18 am,2023-2025,4448,2064.0,0.464028777,22755.05426,0.628326094,10.08734954,7758.525986,474.1085271,6004.0,465.0,205.0,728.0,265.0,88.0,99.0,13831.0,93.0,22953818.62,2023-2025 Survey
City of Bellevue,C80067,The Pokemon Company International - US Headquarters,DT,4/26/24 04:29 pm,2023-2025,868,621.0,0.715437788,4449.723027,0.402806122,5.770886139,853.3066006,87.35909823,1831.0,345.0,15.0,191.0,0.0,222.0,31.0,1690.0,7.0,2567884.494,2023-2025 Survey
City of Bellevue,C80072,Unity Technologies - Bellevue,DT,4/19/24 01:39 pm,2023-2025,248,156.0,0.629032258,1233.641026,0.260309278,3.192010309,127.8890978,7.948717949,830.0,29.0,0.0,35.0,0.0,13.0,8.0,297.0,8.0,393779.4872,2023-2025 Survey
City of Bellevue,C80073,Valve Corporation - Headquarters,DT,4/19/24 02:50 pm,2023-2025,350,261.0,0.745714286,1794.252874,0.708146487,8.339910314,392.2049793,16.09195402,270.0,19.0,0.0,44.0,0.0,115.0,60.0,1239.0,17.0,1496390.805,2023-2025 Survey
City of Bellevue,C80074,Verizon - Regional Headquarters,ODT,4/19/24 12:23 pm,2023-2025,194,126.0,0.649484536,959.2222222,0.365971108,9.970626003,339.596187,6.158730159,580.0,5.0,0.0,0.0,0.0,0.0,2.0,351.0,11.0,956404.6032,2023-2025 Survey
City of Bellevue,C80573,Visa Inc. - Bellevue,DT,11/25/24 03:30 am,2023-2025,280,93.0,0.332142857,1469.247312,0.456284119,7.192144338,343.2324031,72.25806452,599.0,96.0,0.0,57.0,0.0,0.0,0.0,629.0,0.0,1056703.874,2023-2025 Survey
City of Bellevue,C80076,Waggener Edstrom - Bellevue,DT,4/18/24 09:40 am,2023-2025,152,103.0,0.677631579,780.6601942,0.406427221,5.724574669,164.1393162,17.70873786,331.0,75.0,1.0,62.0,0.0,0.0,6.0,285.0,1.0,446894.7573,2023-2025 Survey
City of Bellevue,C80630,Walmart - 10500 NE 8th St,DT,1/8/25 04:00 pm,2023-2025,725,448.0,0.617931034,3490.680804,0.378281117,5.131433903,549.5006408,1.618303571,0.0,320.0,37.0,40.0,3.0,39.0,36.0,1285.0,3.0,1791219.782,2023-2025 Survey
City of Bellevue,C80571,Warner Bros. Discovery - Bellevue Office,DT,5/1/24 10:28 am,2023-2025,198,121.0,0.611111111,1027.636364,0.424628439,5.455493468,191.2914589,37.63636364,442.0,41.0,0.0,15.0,0.0,47.0,10.0,425.0,5.0,560626.3469,2023-2025 Survey
City of Bellevue,C80024,eBay Inc - Bellevue Center,DT,5/1/24 02:12 pm,2023-2025,325,122.0,0.375384615,1694.262295,0.498427657,6.302122358,348.8273296,61.2704918,581.0,99.0,0.0,45.0,0.0,59.0,27.0,818.0,0.0,1067744.829,2023-2025 Survey
