Jurisdiction,CTR_ID,Organization_Name,Location,Survey_Close_Date,Survey_Cycle,Total_Employees,Surveys_Returned,Response_Rate,Total_Weekly_Trips,Drive_Alone_Rate,VMT_per_Employee,Yearly_GHG_Metric_Tons,Weekly_CWW_Days,Weekly_Telework_Days,Weekly_Bus_Trips,Weekly_Train_Trips,Weekly_Carpool_Trips,Weekly_Vanpool_Trips,Weekly_Walk_Trips,Weekly_Bike_Trips,Weekly_Drive_Alone_Trips,Weekly Other Trips,Yearly_Total_VMT,Data_Source
City of Bellevue,E89946,Parametrix Inc,DT,4/7/2009,2009/2010,118,95.0,0.8051,456.0,0.36842,6.2,158.0,10.0,12.0,167.0,3.0,55.0,4.0,16.0,3.0,168.0,0.0,182900.0,Historic Records
City of Bellevue,E87825,Parker Smith & Feek Inc,ODT,3/23/2009,2009/2010,151,76.0,0.8539,325.0,0.78154,13.9,406.1,2.0,10.0,5.0,1.0,44.0,0.0,0.0,8.0,254.0,0.0,524725.0,Historic Records
City of Bellevue,E80379,Printed Circuits Assembly Corp.,ODT,4/18/2009,2009/2010,129,123.0,0.984,615.0,0.68293,8.1,235.1,0.0,0.0,5.0,0.0,190.0,0.0,0.0,0.0,420.0,0.0,261224.99999999997,Historic Records
City of Bellevue,E80722,Pro Sports Club,ODT,3/23/2009,2009/2010,688,211.0,0.8508,1045.0,0.83636,12.0,1857.6,0.0,0.0,29.0,1.0,109.0,5.0,17.0,5.0,874.0,0.0,2064000.0,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,3/12/2009,2009/2010,1122,797.0,0.7103,3857.0,0.56339,13.7,3320.3,13.0,83.0,838.0,16.0,425.0,127.0,74.0,25.0,2173.0,35.0,3842850.0,Historic Records
City of Bellevue,E82586,QBE North America,ODT,4/11/2009,2009/2010,275,182.0,0.6618,870.0,0.67471,13.2,784.1,0.0,9.0,19.0,0.0,130.0,105.0,7.0,1.0,587.0,2.0,907500.0,Historic Records
City of Bellevue,E80433,Quadrant Homes,ODT,3/16/2009,2009/2010,118,90.0,0.7826,436.0,0.75229,13.8,351.8,0.0,0.0,11.0,0.0,88.0,0.0,1.0,3.0,328.0,5.0,407100.0,Historic Records
City of Bellevue,E80644,Quantum Corporation,ODT,6/30/2009,2009/2010,148,107.0,0.723,520.0,0.84038,13.9,453.5,0.0,43.0,2.0,0.0,34.0,0.0,0.0,3.0,437.0,0.0,514300.00000000006,Historic Records
City of Bellevue,E80225,Ricoh,ODT,9/5/2009,2009/2010,151,111.0,0.74,451.0,0.22173,4.7,131.0,0.0,0.0,303.0,24.0,9.0,0.0,5.0,0.0,100.0,0.0,177425.0,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,3/2/2009,2009/2010,509,189.0,0.8289,915.0,0.78251,18.0,1978.9,5.0,19.0,17.0,1.0,146.0,0.0,0.0,1.0,716.0,6.0,2290500.0,Historic Records
City of Bellevue,E89375,Savers Inc,ODT,4/7/2009,2009/2010,129,94.0,0.746,457.0,0.76368,14.9,423.8,3.0,22.0,2.0,0.0,63.0,0.0,0.0,6.0,349.0,7.0,480525.00000000006,Historic Records
City of Bellevue,E81455,SumTotal Systems,DT,6/30/2009,2009/2010,87,51.0,0.5862,247.0,0.63968,9.3,174.7,0.0,18.0,28.0,0.0,19.0,10.0,5.0,1.0,158.0,8.0,202275.0,Historic Records
City of Bellevue,E80402,Symetra Financial,DT,3/23/2009,2009/2010,900,659.0,0.7575,3196.0,0.36202,7.4,1438.5,24.0,183.0,1016.0,7.0,329.0,376.0,58.0,18.0,1157.0,18.0,1665000.0,Historic Records
City of Bellevue,E87767,T-Mobile USA Inc.,ODT,4/18/2009,2009/2010,3368,2079.0,0.6173,3984.0,0.62626,10.4,2994.8,6.0,102.0,370.0,26.0,783.0,88.0,25.0,21.0,2495.0,29.0,8756800.000000002,Historic Records
City of Bellevue,E81174,The Boeing Company,ODT,4/19/2009,2009/2010,3159,1965.0,0.6221,9705.65143,0.5013,11.4,7940.8,253.0,3790.0,55.0,10.0,443.0,53.0,22.0,53.0,4865.46171,72.0,9003150.0,Historic Records
City of Bellevue,E81524,The Pokemon Company International,DT,8/16/2010,2009/2010,106,89.0,0.8396,446.0,0.65247,9.6,228.9,0.0,0.0,39.0,0.0,72.0,3.0,37.0,3.0,291.0,1.0,254399.99999999997,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,3/9/2009,2009/2010,112,94.0,0.8393,466.0,0.61373,10.4,262.1,0.0,16.0,67.0,0.0,77.0,10.0,10.0,0.0,286.0,0.0,291200.0,Historic Records
City of Bellevue,E81511,Valve Corporation,DT,2/16/2010,2009/2010,200,200.0,1.0,1028.0,0.65467,7.5,344.3,0.0,22.0,94.0,0.0,96.0,0.0,116.0,8.0,673.0,3.0,375000.0,Historic Records
City of Bellevue,E81273,Verizon,ODT,3/9/2009,2009/2010,1146,463.0,0.5839,2193.0,0.58778,14.1,3417.5,6.0,9.0,348.0,6.0,416.0,60.0,19.0,14.0,1289.0,8.0,4039650.0,Historic Records
City of Bellevue,E81141,WA State Dept. of Ecology,ODT,4/8/2009,2009/2010,207,163.0,0.7874,749.0,0.50067,9.3,398.5,33.0,52.0,50.0,11.0,108.0,81.0,8.0,21.0,375.0,3.0,481275.00000000006,Historic Records
City of Bellevue,E81688,WA State Dept. of Social and Health Services,ODT,4/13/2009,2009/2010,128,94.0,0.7344,442.0,0.78507,11.4,308.6,4.0,6.0,22.0,0.0,50.0,0.0,5.0,3.0,347.0,4.0,364800.0,Historic Records
City of Bellevue,E87189,Waggener Edstrom,DT,7/4/2009,2009/2010,221,152.0,0.6878,730.0,0.71233,10.2,486.9,7.0,75.0,68.0,0.0,49.0,0.0,2.0,7.0,520.0,2.0,563550.0,Historic Records
City of Bellevue,E80401,Walgreens,DT,3/16/2009,2009/2010,179,162.0,0.905,799.0,0.43554,8.2,323.6,1.0,52.0,231.0,0.0,122.0,0.0,33.0,0.0,348.0,0.0,366950.0,Historic Records
City of Bellevue,E81510,Wells Fargo Bank,DT,1/20/2010,2009/2010,150,117.0,0.78,567.0,0.85538,12.2,395.3,5.0,18.0,20.0,0.0,34.0,5.0,0.0,0.0,485.0,0.0,457500.0,Historic Records
City of Bellevue,E99417,Whole Foods,ODT,11/23/2009,2009/2010,280,66.0,0.7333,315.0,0.66032,10.6,641.0,0.0,0.0,64.0,1.0,38.0,0.0,3.0,1.0,208.0,0.0,742000.0,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,5/18/2011,2011/2012,272,196.0,0.7206,959.0,0.76434,15.4,923.7,3.0,2.0,48.0,2.0,133.0,32.0,0.0,0.0,733.0,0.0,1047200.0,Historic Records
City of Bellevue,E80632,Amazon.com,ODT,6/11/2012,2011/2012,133,99.0,0.7444,393.0,0.73791,16.2,387.9,0.0,0.0,45.0,0.0,46.0,0.0,0.0,4.0,290.0,0.0,538650.0,Historic Records
City of Bellevue,E85251,Ascentium,DT,4/4/2011,2011/2012,230,149.0,0.8278,725.0,0.61517,9.9,502.1,0.0,24.0,142.0,5.0,64.0,4.0,18.0,12.0,446.0,2.0,569250.0,Historic Records
City of Bellevue,E81612,Bellevue Community College,ODT,5/16/2011,2011/2012,1223,239.0,0.7377,1191.0,0.66919,10.7,2944.4,6.0,16.0,150.0,10.0,178.0,2.0,6.0,9.0,797.0,12.0,3271524.9999999995,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,3/28/2011,2011/2012,344,255.0,0.7413,1209.0,0.45409,7.8,567.5,2.0,192.0,275.0,10.0,62.0,52.0,24.0,19.0,549.0,8.0,670800.0,Historic Records
City of Bellevue,E80552,ChemPoint,DT,4/4/2011,2011/2012,158,137.0,0.8671,651.0,0.65899,9.2,313.9,0.0,11.0,119.0,0.0,72.0,3.0,12.0,4.0,429.0,1.0,363400.0,Historic Records
City of Bellevue,E81307,City University,ODT,3/21/2011,2011/2012,183,116.0,0.7891,527.0,0.67552,12.2,452.1,3.0,48.0,30.0,0.0,71.0,9.0,1.0,0.0,356.0,9.0,558150.0,Historic Records
City of Bellevue,E80526,City of Bellevue,DT,3/21/2011,2011/2012,807,570.0,0.7063,2579.0,0.50717,9.0,1470.7,32.0,27.0,493.0,16.0,404.0,155.0,39.0,32.0,1308.0,27.0,1815750.0,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,3/7/2011,2011/2012,151,112.0,0.7417,505.0,0.47129,14.1,431.2,0.0,0.0,26.0,0.0,143.0,76.0,5.0,0.0,238.0,7.0,532275.0,Historic Records
City of Bellevue,E89797,Clark Nuber,DT,5/23/2011,2011/2012,142,100.0,0.7042,471.0,0.75159,11.4,342.4,0.0,12.0,47.0,1.0,34.0,3.0,14.0,3.0,354.0,0.0,404700.0,Historic Records
City of Bellevue,E80595,Clearwire Corporation,ODT,11/15/2011,2011/2012,304,203.0,0.6678,993.0,0.85196,12.3,824.5,1.0,37.0,15.0,0.0,52.0,2.0,10.0,18.0,846.0,1.0,934800.0000000001,Historic Records
City of Bellevue,E86538,Coinstar Inc,ODT,3/28/2011,2011/2012,287,216.0,0.7526,1026.0,0.87427,14.7,911.2,0.0,22.0,19.0,0.0,79.0,0.0,2.0,0.0,897.0,5.0,1054725.0,Historic Records
City of Bellevue,E80541,Eddie Bauer Inc,DT,3/27/2011,2011/2012,479,281.0,0.5866,1387.0,0.52632,9.6,1013.9,0.0,19.0,350.0,5.0,188.0,28.0,32.0,7.0,730.0,17.0,1149600.0,Historic Records
City of Bellevue,E80638,Expedia.com,DT,8/1/2011,2011/2012,2300,806.0,0.4242,3949.0,0.43809,8.0,4057.3,5.0,141.0,1153.0,19.0,453.0,84.0,166.0,71.0,1730.0,35.0,4600000.0,Historic Records
City of Bellevue,E85249,Group Health,ODT,5/23/2011,2011/2012,733,553.0,0.7544,2437.0,0.6705,11.4,1654.5,9.0,14.0,344.0,5.0,317.0,24.0,20.0,27.0,1634.0,21.0,2089050.0000000002,Historic Records
City of Bellevue,E81471,HDR Engineering Inc,DT,3/21/2011,2011/2012,170,117.0,0.6882,580.0,0.35172,5.9,225.7,3.0,13.0,254.0,0.0,68.0,5.0,28.0,2.0,204.0,2.0,250750.00000000003,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,3/14/2011,2011/2012,168,134.0,0.7976,662.0,0.40332,6.9,255.6,1.0,9.0,271.0,4.0,54.0,21.0,25.0,2.0,267.0,7.0,289800.0,Historic Records
City of Bellevue,E80584,Healthcare Management Administrators,ODT,3/28/2011,2011/2012,179,89.0,0.4972,435.0,0.51264,11.1,438.1,0.0,136.0,20.0,0.0,47.0,0.0,4.0,0.0,223.0,5.0,496724.99999999994,Historic Records
City of Bellevue,E87130,Hewlett-Packard Company,ODT,4/4/2011,2011/2012,177,125.0,0.7062,621.0,0.57005,9.7,386.3,3.0,175.0,13.0,1.0,32.0,0.0,27.0,2.0,354.0,9.0,429224.99999999994,Historic Records
City of Bellevue,E81512,"INCA Engineers, In.",DT,4/6/2011,2011/2012,130,94.0,0.7231,448.0,0.73884,10.7,300.5,0.0,0.0,41.0,0.0,50.0,1.0,2.0,22.0,331.0,1.0,347750.0,Historic Records
City of Bellevue,E88369,InfoSpace Inc,DT,3/28/2011,2011/2012,135,52.0,0.3852,263.0,0.60076,9.2,285.1,3.0,4.0,70.0,0.0,19.0,0.0,1.0,2.0,158.0,0.0,310500.0,Historic Records
City of Bellevue,E85069,Inome,DT,12/6/2012,2011/2012,131,97.0,0.7405,479.0,0.5428,8.3,239.7,2.0,15.0,96.0,0.0,47.0,0.0,38.0,10.0,260.0,0.0,271825.00000000006,Historic Records
City of Bellevue,E81282,Intellectual Ventures,ODT,4/2/2011,2011/2012,618,439.0,0.7104,2170.0,0.79078,11.1,1512.6,1.0,74.0,144.0,0.0,176.0,1.0,2.0,18.0,1716.0,13.0,1714950.0,Historic Records
City of Bellevue,E88815,Key Bank of Washington,DT,3/15/2011,2011/2012,233,141.0,0.7833,657.0,0.47184,8.2,404.0,0.0,8.0,229.0,27.0,33.0,0.0,32.0,0.0,310.0,0.0,477650.0,Historic Records
City of Bellevue,E80427,LexisNexis,ODT,3/28/2011,2011/2012,320,157.0,0.4906,767.0,0.691,12.6,889.1,3.0,105.0,7.0,4.0,82.0,1.0,16.0,1.0,530.0,4.0,1008000.0,Historic Records
City of Bellevue,E80543,Microsoft Corporation,DT,5/23/2011,2011/2012,1572,661.0,0.4206,3257.41991,0.5968,8.2,2842.3,5.0,299.0,490.0,0.0,244.0,56.0,108.0,52.0,1944.01732,35.0,3222600.0,Historic Records
City of Bellevue,E80641,Microsoft Corporation,DT,5/23/2011,2011/2012,2305,856.0,0.3716,4180.32731,0.53592,7.6,3862.8,9.0,128.0,782.0,0.0,441.0,76.0,205.0,98.0,2240.33354,85.0,4379500.0,Historic Records
City of Bellevue,E80642,Microsoft Corporation,DT,5/23/2011,2011/2012,1878,626.0,0.3333,3077.29774,0.49165,6.9,2857.1,0.0,120.0,658.0,9.0,328.0,80.0,193.0,73.0,1512.94045,44.0,3239550.0,Historic Records
City of Bellevue,E88832,Microsoft Corporation,ODT,5/23/2011,2011/2012,1972,852.0,0.4321,4230.97489,0.68758,11.1,4925.0,6.0,206.0,397.0,17.0,334.0,89.0,17.0,81.0,2909.11269,107.0,5472300.0,Historic Records
City of Bellevue,E80645,Motricity,DT,6/27/2011,2011/2012,245,137.0,0.5592,668.0,0.34581,5.8,313.3,0.0,41.0,300.0,0.0,52.0,0.0,32.0,10.0,231.0,0.0,355250.0,Historic Records
City of Bellevue,E87171,MulvannyG2 Architecture,DT,3/21/2011,2011/2012,166,120.0,0.7229,597.0,0.82412,11.3,422.1,1.0,3.0,44.0,0.0,35.0,5.0,10.0,0.0,492.0,7.0,468950.00000000006,Historic Records
City of Bellevue,E82578,Nordstrom,DT,3/2/2011,2011/2012,767,107.0,0.7483,529.0,0.7448,11.8,1995.6,0.0,0.0,35.0,0.0,80.0,0.0,18.0,0.0,394.0,2.0,2262650.0,Historic Records
City of Bellevue,E81509,Oracle Corporation,DT,5/2/2011,2011/2012,365,102.0,0.5829,484.0,0.38017,5.9,455.5,3.0,181.0,80.0,0.0,11.0,0.0,14.0,0.0,184.0,11.0,538375.0,Historic Records
City of Bellevue,E80418,Overlake Hospital Medical Center,DT,3/14/2011,2011/2012,222,163.0,0.8359,756.0,0.68519,12.2,560.6,1.0,10.0,70.0,0.0,119.0,22.0,10.0,5.0,518.0,0.0,677099.9999999999,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,3/14/2011,2011/2012,2332,710.0,0.3846,3090.0,0.78641,13.5,6233.3,2.0,0.0,216.0,1.0,351.0,39.0,25.0,9.0,2430.0,6.0,7870500.0,Historic Records
City of Bellevue,E81778,Paccar,DT,11/1/2011,2011/2012,414,258.0,0.6232,1282.0,0.65835,11.4,1062.0,0.0,0.0,148.0,1.0,162.0,62.0,24.0,11.0,844.0,22.0,1179900.0,Historic Records
City of Bellevue,E89946,Parametrix Inc,DT,3/25/2011,2011/2012,80,58.0,0.8056,277.0,0.43321,6.5,112.3,1.0,9.0,95.0,2.0,23.0,4.0,10.0,2.0,120.0,6.0,130000.0,Historic Records
City of Bellevue,E87825,Parker Smith & Feek Inc,ODT,3/21/2011,2011/2012,150,117.0,0.78,525.0,0.84762,14.7,446.5,0.0,9.0,6.0,0.0,57.0,0.0,0.0,3.0,445.0,2.0,551250.0,Historic Records
City of Bellevue,E80379,Printed Circuits Assembly Corp.,ODT,5/11/2011,2011/2012,149,143.0,0.9597,716.0,0.63687,7.4,248.1,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,456.0,5.0,275650.00000000006,Historic Records
City of Bellevue,E80722,Pro Sports Club,ODT,3/7/2011,2011/2012,638,162.0,0.9643,814.0,0.86486,11.9,1708.4,0.0,0.0,11.0,0.0,53.0,0.0,33.0,5.0,704.0,0.0,1898050.0,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,4/18/2011,2011/2012,1074,803.0,0.7477,3840.0,0.61849,10.8,2505.4,9.0,87.0,660.0,6.0,361.0,129.0,80.0,46.0,2375.0,27.0,2899800.0,Historic Records
City of Bellevue,E82586,QBE North America,ODT,3/14/2011,2011/2012,211,194.0,0.951,927.0,0.65264,12.9,588.0,0.0,41.0,29.0,0.0,116.0,123.0,5.0,2.0,605.0,6.0,680475.0,Historic Records
City of Bellevue,E80644,Quantum Corporation,ODT,4/2/2011,2011/2012,148,96.0,0.6486,474.0,0.8038,14.8,483.0,0.0,49.0,0.0,0.0,40.0,0.0,0.0,1.0,381.0,0.0,547600.0,Historic Records
City of Bellevue,E80225,Ricoh,ODT,3/14/2011,2011/2012,150,99.0,0.9429,486.0,0.70988,10.8,357.3,0.0,0.0,93.0,5.0,34.0,0.0,0.0,0.0,345.0,5.0,405000.0,Historic Records
City of Bellevue,E80826,Routh Crabtree Olsen P.S.,ODT,12/27/2011,2011/2012,425,314.0,0.8486,1589.0,0.7231,14.5,1414.3,0.0,16.0,92.0,0.0,284.0,5.0,15.0,2.0,1149.0,13.0,1540625.0,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,3/14/2011,2011/2012,408,161.0,0.8994,767.0,0.7927,19.3,1700.9,1.0,6.0,14.0,0.0,126.0,5.0,0.0,0.0,608.0,1.0,1968600.0000000002,Historic Records
City of Bellevue,E89375,Savers Inc,ODT,3/18/2011,2011/2012,144,102.0,0.7083,502.0,0.81873,14.5,460.4,0.0,23.0,5.0,0.0,57.0,5.0,0.0,0.0,411.0,1.0,522000.0,Historic Records
City of Bellevue,E84062,Seattle Children's,ODT,10/3/2011,2011/2012,111,92.0,0.8288,405.0,0.61975,11.3,248.3,4.0,1.0,45.0,0.0,51.0,10.0,7.0,18.0,251.0,5.0,313575.00000000006,Historic Records
City of Bellevue,E80402,Symetra Financial,DT,3/14/2011,2011/2012,875,759.0,0.8674,3718.0,0.38865,7.6,1466.3,14.0,178.0,1270.0,11.0,315.0,324.0,105.0,24.0,1445.0,25.0,1662500.0,Historic Records
City of Bellevue,E87767,T-Mobile USA Inc.,ODT,4/4/2011,2011/2012,3275,2201.0,0.6721,10746.0,0.72874,12.4,8954.5,8.0,320.0,482.0,85.0,1378.0,369.0,65.0,52.0,7831.0,57.0,10152500.0,Historic Records
City of Bellevue,E81174,The Boeing Company,ODT,5/20/2012,2011/2012,3453,1485.0,0.4301,7094.53804,0.59749,13.3,9919.6,57.0,1953.0,102.0,0.0,377.0,119.0,40.0,51.0,4238.92822,80.0,11481225.0,Historic Records
City of Bellevue,E81524,The Pokemon Company International,DT,3/28/2011,2011/2012,135,84.0,0.7304,425.0,0.58588,9.0,278.8,0.0,1.0,36.0,0.0,98.0,2.0,39.0,0.0,249.0,0.0,303750.0,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,3/28/2011,2011/2012,92,57.0,0.6333,284.0,0.63028,12.3,254.5,1.0,16.0,21.0,0.0,53.0,5.0,0.0,3.0,179.0,1.0,282900.00000000006,Historic Records
City of Bellevue,E81511,Valve Corporation,DT,7/6/2011,2011/2012,300,202.0,0.8417,1033.0,0.67086,7.7,530.2,0.0,27.0,114.0,0.0,55.0,0.0,85.0,21.0,693.0,7.0,577500.0,Historic Records
City of Bellevue,E81273,Verizon,ODT,3/7/2011,2011/2012,1388,567.0,0.4793,2685.0,0.7635,15.5,4550.3,1.0,1.0,206.0,1.0,371.0,19.0,9.0,0.0,2050.0,24.0,5378500.0,Historic Records
City of Bellevue,E81141,WA State Dept. of Ecology,ODT,3/28/2011,2011/2012,194,137.0,0.7062,645.0,0.57829,10.8,443.1,22.0,52.0,33.0,4.0,73.0,76.0,0.0,2.0,373.0,3.0,523800.00000000006,Historic Records
City of Bellevue,E81688,WA State Dept. of Social and Health Services,ODT,3/14/2011,2011/2012,124,96.0,0.7742,456.0,0.78947,12.3,329.5,21.0,7.0,30.0,0.0,32.0,1.0,2.0,0.0,360.0,3.0,381300.0,Historic Records
City of Bellevue,E87189,Waggener Edstrom,DT,3/21/2011,2011/2012,247,180.0,0.7287,882.0,0.7619,10.9,593.6,1.0,92.0,52.0,0.0,53.0,0.0,0.0,4.0,672.0,1.0,673075.0,Historic Records
City of Bellevue,E80401,Walgreens,DT,4/6/2011,2011/2012,179,117.0,0.6536,581.0,0.46644,7.8,314.1,2.0,47.0,155.0,0.0,68.0,0.0,20.0,3.0,271.0,5.0,349050.0,Historic Records
City of Bellevue,E81510,Wells Fargo Bank,DT,11/15/2011,2011/2012,120,84.0,0.7,415.0,0.80964,11.0,291.0,0.0,17.0,20.0,0.0,31.0,9.0,0.0,1.0,336.0,1.0,330000.0,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,10/21/2013,2013/2014,275,195.0,0.7091,938.0,0.684,14.5,851.8,0.0,0.0,111.0,4.0,135.0,26.0,3.0,0.0,642.0,0.0,996875.0,Historic Records
City of Bellevue,E80632,Amazon.com,ODT,6/1/2014,2013/2014,250,82.0,0.713,317.0,0.833,17.8,764.9,0.0,0.0,18.0,0.0,30.0,0.0,0.0,0.0,264.0,2.0,1112500.0,Historic Records
City of Bellevue,E81612,Bellevue Community College,ODT,5/15/2013,2013/2014,1409,233.0,0.6853,1105.0,0.708,10.5,3114.3,4.0,13.0,145.0,1.0,136.0,3.0,5.0,7.0,782.0,4.0,3698625.0,Historic Records
City of Bellevue,E88369,Blucora,DT,7/30/2013,2013/2014,150,72.0,0.48,352.0,0.61364,8.8,284.6,0.0,4.0,84.0,0.0,27.0,0.0,6.0,6.0,216.0,4.0,330000.0,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,5/6/2013,2013/2014,248,193.0,0.7782,944.0,0.31,6.1,328.6,0.0,210.0,243.0,11.0,59.0,75.0,6.0,25.0,293.0,17.0,378200.0,Historic Records
City of Bellevue,E88436,Caradigm,DT,9/8/2013,2013/2014,184,104.0,0.5652,517.0,0.654,8.0,324.8,0.0,43.0,55.0,0.0,25.0,0.0,45.0,7.0,338.0,0.0,368000.0,Historic Records
City of Bellevue,E80552,ChemPoint,DT,4/1/2013,2013/2014,184,169.0,0.9185,857.0,0.709,10.2,422.6,0.0,7.0,150.0,0.0,68.0,5.0,9.0,3.0,608.0,3.0,469200.0,Historic Records
City of Bellevue,E80526,City of Bellevue,DT,4/1/2013,2013/2014,771,416.0,0.7015,1924.0,0.411,7.3,1157.2,36.0,9.0,523.0,5.0,330.0,113.0,62.0,26.0,790.0,12.0,1407075.0,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,4/1/2013,2013/2014,150,107.0,0.7133,517.0,0.433,12.9,415.1,4.0,0.0,10.0,0.0,93.0,135.0,21.0,2.0,224.0,4.0,483750.0,Historic Records
City of Bellevue,E89797,Clark Nuber,DT,6/24/2013,2013/2014,162,128.0,0.795,624.0,0.663,10.6,372.1,2.0,30.0,93.0,0.0,54.0,3.0,26.0,0.0,414.0,2.0,429300.0,Historic Records
City of Bellevue,E86419,Concur Technology Inc,DT,10/8/2013,2013/2014,600,316.0,0.5267,1533.0,0.34,5.8,749.6,1.0,217.0,616.0,11.0,67.0,5.0,40.0,26.0,521.0,17.0,870000.0,Historic Records
City of Bellevue,E80541,Eddie Bauer Inc,DT,3/18/2013,2013/2014,441,324.0,0.7347,1625.0,0.547,9.2,904.5,2.0,22.0,388.0,10.0,194.0,38.0,50.0,17.0,889.0,9.0,1014300.0,Historic Records
City of Bellevue,E80638,Expedia.com,DT,8/5/2013,2013/2014,2430,1265.0,0.5206,6220.0,0.459,8.1,4300.6,5.0,312.0,1600.0,31.0,742.0,124.0,257.0,108.0,2857.0,68.0,4920750.0,Historic Records
City of Bellevue,E85249,Group Health ,ODT,7/5/2013,2013/2014,768,540.0,0.7031,2450.0,0.676,11.7,1811.6,19.0,8.0,281.0,7.0,365.0,20.0,27.0,31.0,1657.0,19.0,2246399.9999999995,Historic Records
City of Bellevue,E81471,HDR Engineering Inc,DT,3/12/2013,2013/2014,173,144.0,0.8571,693.0,0.274,4.5,166.3,0.0,11.0,389.0,5.0,62.0,0.0,15.0,3.0,190.0,16.0,194625.0,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,3/25/2013,2013/2014,142,112.0,0.7887,556.0,0.354,6.3,197.0,0.0,6.0,246.0,24.0,44.0,7.0,17.0,6.0,197.0,1.0,223650.0,Historic Records
City of Bellevue,E87130,Hewlett-Packard Company,ODT,3/18/2013,2013/2014,120,103.0,0.8583,515.0,0.485,8.5,226.5,2.0,228.0,5.0,0.0,9.0,0.0,5.0,0.0,250.0,16.0,255000.0,Historic Records
City of Bellevue,E81282,Intellectual Ventures,ODT,4/20/2013,2013/2014,745,349.0,0.5721,1732.0,0.793,10.9,1788.6,0.0,38.0,113.0,7.0,133.0,0.0,18.0,16.0,1373.0,17.0,2030125.0,Historic Records
City of Bellevue,E88815,Key Bank of Washington,DT,6/15/2013,2013/2014,95,64.0,0.6737,316.0,0.291,5.4,112.5,0.0,9.0,171.0,11.0,23.0,0.0,9.0,1.0,92.0,0.0,128250.0,Historic Records
City of Bellevue,E83809,Market Leader Inc. ,DT,5/21/2014,2013/2014,346,276.0,0.8166,1401.0,0.526,9.5,741.5,0.0,26.0,318.0,5.0,222.0,3.0,48.0,8.0,737.0,13.0,821750.0,Historic Records
City of Bellevue,E80543,Microsoft Corporation,DT,5/30/2013,2013/2014,924,427.0,0.462121212,2051.0,0.516333496,6.634864424,1307.449068,1.0,206.0,468.0,1.0,118.0,28.0,99.0,24.0,1059.0,19.0,1532653.681944,Historic Records
City of Bellevue,E80641,Microsoft Corporation,DT,5/30/2013,2013/2014,1955,788.8596491,0.403508772,3789.95614,0.521493213,6.72707596,2777.582755,1.429093567,142.9093567,718.8340643,1.429093567,370.1352339,84.31652047,342.9824561,91.4619883,1976.436404,1.429093567,3287858.37545,Historic Records
City of Bellevue,E80642,Microsoft Corporation,DT,5/30/2013,2013/2014,1920,750.1986755,0.390728477,3654.922737,0.478160031,5.051612015,2091.124897,0.0,110.1986755,768.5651214,2.825607064,348.9624724,83.35540839,467.6379691,81.94260486,1747.637969,7.06401766,2424773.7671999997,Historic Records
City of Bellevue,E88832,Microsoft Corporation,ODT,5/30/2013,2013/2014,1809,725.2482916,0.400911162,3451.797267,0.643454039,9.133892528,3489.702286,1.37357631,195.047836,429.929385,0.0,336.5261959,97.523918,27.4715262,74.17312073,2221.072893,17.85649203,4130802.8957880004,Historic Records
City of Bellevue,E87171,MulvannyG2 Architecture,DT,7/7/2013,2013/2014,195,141.0,0.7382,703.0,0.76,11.0,475.3,0.0,7.0,53.0,1.0,92.0,8.0,5.0,1.0,534.0,0.0,536250.0,Historic Records
City of Bellevue,E82578,Nordstrom,DT,7/22/2013,2013/2014,811,90.0,0.9,425.0,0.802,12.3,2090.6,0.0,0.0,29.0,0.0,20.0,1.0,17.0,8.0,341.0,3.0,2493825.0000000005,Historic Records
City of Bellevue,E81509,Oracle Corporation,DT,4/8/2013,2013/2014,484,291.0,0.8338,1439.0,0.172,3.1,329.8,0.0,888.0,154.0,3.0,26.0,5.0,58.0,0.0,247.0,53.0,375100.0,Historic Records
City of Bellevue,E86538,Outerwall,ODT,4/8/2013,2013/2014,423,243.0,0.5912,1111.0,0.792,14.4,1236.3,2.0,39.0,37.0,0.0,120.0,1.0,3.0,10.0,880.0,15.0,1522800.0,Historic Records
City of Bellevue,E80418,Overlake Hospital Medical Center,DT,4/14/2014,2013/2014,103,50.0,0.7143,225.0,0.676,13.9,286.1,0.0,0.0,24.0,5.0,33.0,10.0,0.0,0.0,152.0,0.0,357925.0,Historic Records
